Date,Site,Cage,Pred,PredSize,Prey,PreySize,Notes,Week,Survs,CageSurv
8/7/13,YB,1,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,10,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,1,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage01
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,4,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Balanus_glandula,2,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,17,Balanus_glandula,1,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Balanus_glandula,2,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Balanus_glandula,3,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,1,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,3,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,1,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,17,Balanus_glandula,1,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,4,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,2,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Balanus_glandula,3,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Balanus_glandula,3,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,17,Balanus_glandula,3,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Chthamalus_dalli,1,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,17,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,16,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,11,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,12,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/7/13,YB,2,Nucella_ostrina,14,Not_Feeding,NA,,8/4/13,S1,S1.Cage02
8/6/13,YB,3,Nucella_ostrina,14,Balanus_glandula,2,,8/4/13,S1,S1.Cage03
8/6/13,YB,3,Nucella_ostrina,12,Balanus_glandula,5,,8/4/13,S1,S1.Cage03
8/6/13,YB,3,Nucella_ostrina,13,Not_Feeding,NA,,8/4/13,S1,S1.Cage03
8/6/13,YB,3,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage03
8/6/13,YB,3,Nucella_ostrina,15,Not_Feeding,NA,,8/4/13,S1,S1.Cage03
