published_data.originaltraitname,published_data.habitat,published_data.interactor1,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,sizepred,sizeprey
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Ranatra dispar,NA,,,0.0001769986,kilogram,0.0001769986,kilogram (wet body mass),Anisops deanei,NA,,not stated,1.243e-05,kilogram,1.243e-05,kilogram (wet body mass),0.0001769986,1.243e-05
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Celithemis fasciata,NA,,,1.66381498493515e-05,kilogram,1.66381498493515e-05,kilogram (wet body mass),Chironomus tentans,0.00985,meter,body length (mean),4.6605976853744e-07,kilogram,4.6605976853744e-07,kilogram (wet body mass),1.66381498493515e-05,0.00985
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Resource Consumption Rate,freshwater,Ischnura elegans elegans,NA,,,1.48176412361777e-06,kilogram,1.48176412361777e-06,kilogram (wet body mass),Daphnia magna,4.36e-08,kilogram,dry body mass (mean),6.05804403417864e-08,kilogram,6.05804403417864e-08,kilogram (wet body mass),1.48176412361777e-06,4.36e-08
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Subjugation Persistence Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Strike Rate,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025,meter,shell length (mean),0.0090428843,kilogram,0.0090428843,kilogram (wet tissue mass),0.15,0.025
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0261813,meter,shell length (point),0.0095568951,kilogram,0.0095568951,kilogram (wet tissue mass),0.15,0.0261813
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0206141,meter,shell length (point),0.0071792597,kilogram,0.0071792597,kilogram (wet tissue mass),0.15,0.0206141
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0192283,meter,shell length (point),0.0066061524,kilogram,0.0066061524,kilogram (wet tissue mass),0.15,0.0192283
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0247723,meter,shell length (point),0.0089443727,kilogram,0.0089443727,kilogram (wet tissue mass),0.15,0.0247723
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0246411,meter,shell length (point),0.0088876948,kilogram,0.0088876948,kilogram (wet tissue mass),0.15,0.0246411
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0204636,meter,shell length (point),0.0071166351,kilogram,0.0071166351,kilogram (wet tissue mass),0.15,0.0204636
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0142804,meter,shell length (point),0.0046302391,kilogram,0.0046302391,kilogram (wet tissue mass),0.15,0.0142804
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0254211,meter,shell length (point),0.0092255531,kilogram,0.0092255531,kilogram (wet tissue mass),0.15,0.0254211
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0189732,meter,shell length (point),0.0065015348,kilogram,0.0065015348,kilogram (wet tissue mass),0.15,0.0189732
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0233447,meter,shell length (point),0.0083310132,kilogram,0.0083310132,kilogram (wet tissue mass),0.15,0.0233447
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0257171,meter,shell length (point),0.0093543286,kilogram,0.0093543286,kilogram (wet tissue mass),0.15,0.0257171
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0276426,meter,shell length (point),0.0101993908,kilogram,0.0101993908,kilogram (wet tissue mass),0.15,0.0276426
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0276196,meter,shell length (point),0.0101892225,kilogram,0.0101892225,kilogram (wet tissue mass),0.15,0.0276196
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0322852,meter,shell length (point),0.0122868497,kilogram,0.0122868497,kilogram (wet tissue mass),0.15,0.0322852
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0236253,meter,shell length (point),0.0084509817,kilogram,0.0084509817,kilogram (wet tissue mass),0.15,0.0236253
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0302913,meter,shell length (point),0.0113819575,kilogram,0.0113819575,kilogram (wet tissue mass),0.15,0.0302913
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0315174,meter,shell length (point),0.0119369432,kilogram,0.0119369432,kilogram (wet tissue mass),0.15,0.0315174
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0286934,meter,shell length (point),0.0106658162,kilogram,0.0106658162,kilogram (wet tissue mass),0.15,0.0286934
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0303474,meter,shell length (point),0.0114072481,kilogram,0.0114072481,kilogram (wet tissue mass),0.15,0.0303474
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0251797,meter,shell length (point),0.0091207596,kilogram,0.0091207596,kilogram (wet tissue mass),0.15,0.0251797
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0330434,meter,shell length (point),0.0126341414,kilogram,0.0126341414,kilogram (wet tissue mass),0.15,0.0330434
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0250223,meter,shell length (point),0.0090525421,kilogram,0.0090525421,kilogram (wet tissue mass),0.15,0.0250223
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0263829,meter,shell length (point),0.009645101,kilogram,0.009645101,kilogram (wet tissue mass),0.15,0.0263829
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0239318,meter,shell length (point),0.0085823558,kilogram,0.0085823558,kilogram (wet tissue mass),0.15,0.0239318
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0254786,meter,shell length (point),0.0092505446,kilogram,0.0092505446,kilogram (wet tissue mass),0.15,0.0254786
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0236682,meter,shell length (point),0.008469349,kilogram,0.008469349,kilogram (wet tissue mass),0.15,0.0236682
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0308919,meter,shell length (point),0.0116532291,kilogram,0.0116532291,kilogram (wet tissue mass),0.15,0.0308919
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0285517,meter,shell length (point),0.0106027072,kilogram,0.0106027072,kilogram (wet tissue mass),0.15,0.0285517
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.027365,meter,shell length (point),0.0100767821,kilogram,0.0100767821,kilogram (wet tissue mass),0.15,0.027365
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0156681,meter,shell length (point),0.0051725227,kilogram,0.0051725227,kilogram (wet tissue mass),0.15,0.0156681
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0194872,meter,shell length (point),0.0067126123,kilogram,0.0067126123,kilogram (wet tissue mass),0.15,0.0194872
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0227949,meter,shell length (point),0.0080968025,kilogram,0.0080968025,kilogram (wet tissue mass),0.15,0.0227949
