published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,13.1064,centimeter / (1 individual * 1 second),,,,0.131064,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.2,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0012,kilogram,wet body mass (point),0.0012,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0012,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,10.0584,centimeter / (1 individual * 1 second),,,,0.100584,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0013,kilogram,wet body mass (point),0.0013,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0013,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,17.0688,centimeter / (1 individual * 1 second),,,,0.170688,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0014,kilogram,wet body mass (point),0.0014,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0014,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,31.3944,centimeter / (1 individual * 1 second),,,,0.313944,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0325,kilogram,wet body mass (point),0.0325,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0325,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,39.0144,centimeter / (1 individual * 1 second),,,,0.390144,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.5,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0309,kilogram,wet body mass (point),0.0309,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0309,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,13.1064,centimeter / (1 individual * 1 second),,,,0.131064,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.6,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0011,kilogram,wet body mass (point),0.0011,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0011,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,13.716,centimeter / (1 individual * 1 second),,,,0.13716,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.6,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0014,kilogram,wet body mass (point),0.0014,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0014,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,15.24,centimeter / (1 individual * 1 second),,,,0.1524,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.6,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0013,kilogram,wet body mass (point),0.0013,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0013,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,20.4216,centimeter / (1 individual * 1 second),,,,0.204216,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.6,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0132,kilogram,wet body mass (point),0.0132,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0132,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,31.0896,centimeter / (1 individual * 1 second),,,,0.310896,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,31.6,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0127,kilogram,wet body mass (point),0.0127,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0127,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,50.9016,centimeter / (1 individual * 1 second),,,,0.509016,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0182,kilogram,wet body mass (point),0.0182,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0182,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,59.1312,centimeter / (1 individual * 1 second),,,,0.591312,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0219,kilogram,wet body mass (point),0.0219,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0219,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,37.1856,centimeter / (1 individual * 1 second),,,,0.371856,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32.1,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0175,kilogram,wet body mass (point),0.0175,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0175,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,23.1648,centimeter / (1 individual * 1 second),,,,0.231648,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0075,kilogram,wet body mass (point),0.0075,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0075,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,25.908,centimeter / (1 individual * 1 second),,,,0.25908,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0085,kilogram,wet body mass (point),0.0085,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0085,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,42.672,centimeter / (1 individual * 1 second),,,,0.42672,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32.4,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0351,kilogram,wet body mass (point),0.0351,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0351,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD436,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,Escape Body Velocity,Velocity of the whole body during escape burst movement of a resource,36.576,centimeter / (1 individual * 1 second),,,,0.36576,meter / (individual * second),,,,1,terrestrial,lab,2.44,metre,2.44,metre,,direct,,,,,,,,,,,not stated,,,,,not stated,,,missing,,,,0,,,,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,0.4098360656,meter,80,kilogram (wet body mass),Thamnophis sirtalis,common garter snake,Metazoa,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,adult,32.8,celsius,direct,,,,,,,27.5,25-30C,,,,,,,,,,,0.0057,kilogram,wet body mass (point),0.0057,kilogram,1,individual per arena (1),individual,0.4098360656,meter,0.0057,kilogram (wet body mass),body velocity,body movement,body movement,Table 1,"Heckrotte C. 1967. Relations of body-temperature, size, and crawling speed of the common garter snake, Thamnophis s. sirtalis. Copeia 1967(4), 759-763.",http://dx.doi.org/10.2307/1441886,Biotraits,null@null.invalid,
MTD471,Endurance Time,Time maintained on a single-speed treadmill or flow chamber until exhaustion when escaping a consumer (or other non-biotic negative stimulus),Endurance Time,Time maintained on a single-speed treadmill or flow chamber until exhaustion when escaping a consumer (or other non-biotic negative stimulus),0,minute / 1 individual,0,0,,0,second / individual,0,0,95% CI,12,terrestrial,lab,,,,,11.3743,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Aiken County, South Carolina, USA",,,,0,,33.56,-81.72,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,field collected,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,1,arena,80,kilogram (wet body mass),Sceloporus undulatus,eastern fence lizard,Metazoa,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,undulatus,adult,11.3743,celsius,inferred (ambient),,,,,,field collected,26.5,33-20C (day/night),1209600,"""within two weeks of capture""",second,,,,,,,,0.063,meter,snout-vent length (mean),0.0055347638,kilogram,1,individual per arena (1),individual,1,arena,0.0055347638,kilogram (wet body mass),endurance rate,movement,biomechanics,Fig 1b,"Angilletta M.J. Jr., T. Hill & M.A. Robson. 2002. Is physiological performance optimized by thermoregulatory behaviour? A case study of the eastern fence lizard, Sceloporus undulatus. Journal of Thermal Biology 27, 199-204.",http://dx.doi.org/10.1016/S0306-4565(01)00084-5,Biotraits,null@null.invalid,
MTD471,Endurance Time,Time maintained on a single-speed treadmill or flow chamber until exhaustion when escaping a consumer (or other non-biotic negative stimulus),Endurance Time,Time maintained on a single-speed treadmill or flow chamber until exhaustion when escaping a consumer (or other non-biotic negative stimulus),1.8726,minute / 1 individual,0.2789,0.2789,,112.356,second / individual,16.734,16.734,95% CI,12,terrestrial,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Aiken County, South Carolina, USA",,,,0,,33.56,-81.72,Homo sapiens,human,,,,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,adult,37,celsius,inferred (endotherm),,,,,,field collected,,,,,,,,,,,,,,,,80,kilogram,1,individual per arena (1),individual,1,arena,80,kilogram (wet body mass),Sceloporus undulatus,eastern fence lizard,Metazoa,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,undulatus,adult,20,celsius,inferred (ambient),,,,,,field collected,26.5,33-20C (day/night),1209600,"""within two weeks of capture""",second,,,,,,,,0.063,meter,snout-vent length (mean),0.0055347638,kilogram,1,individual per arena (1),individual,1,arena,0.0055347638,kilogram (wet body mass),endurance rate,movement,biomechanics,Fig 1b,"Angilletta M.J. Jr., T. Hill & M.A. Robson. 2002. Is physiological performance optimized by thermoregulatory behaviour? A case study of the eastern fence lizard, Sceloporus undulatus. Journal of Thermal Biology 27, 199-204.",http://dx.doi.org/10.1016/S0306-4565(01)00084-5,Biotraits,null@null.invalid,
