ecosystem.type,predator.species,PredatorMass,prey.species,PreyMass,attack.rate,handling.time
terrestrial,Coleomegilla maculata,9.93e-06,Leptinotarsa decemlineata,6.28e-07,5.55555555555556e-07,11143.9337105332
terrestrial,Coleomegilla maculata,9.93e-06,Leptinotarsa decemlineata,6.28e-07,1.44905970421764e-07,7165.61226115366
terrestrial,Coleomegilla maculata,9.93e-06,Leptinotarsa decemlineata,6.28e-07,6.38889927722138e-06,6214.00213030907
terrestrial,Coleomegilla maculata,9.93e-06,Leptinotarsa decemlineata,6.28e-07,1.38889245166639e-06,13368.1175316338
terrestrial,Iphiseius degenerans,1.05848e-08,Mononychellus tanajoa,6.37e-10,2.59166859853416e-09,2700451.22703697
terrestrial,Iphiseius degenerans,1.756e-08,Mononychellus tanajoa,6.37e-10,3.34000930178478e-09,273249.386476568
terrestrial,Iphiseius degenerans,1.756e-08,Mononychellus tanajoa,1.013e-09,2.41833393512389e-09,1259751.96038191
terrestrial,Iphiseius degenerans,1.05848e-08,Mononychellus tanajoa,7.035e-09,3.96664889602792e-10,1240554.1031665
terrestrial,Iphiseius degenerans,1.05848e-08,Mononychellus tanajoa,1.013e-09,1.16833061695837e-09,3460052.54463475
terrestrial,Iphiseius degenerans,1.756e-08,Mononychellus tanajoa,7.035e-09,1.02166619048666e-09,509629.647115589
terrestrial,Chrysopa oculata,2.82214e-05,Helicoverpa zea,2.53649e-08,9.1666649875172e-08,43330.7385540368
terrestrial,Collops quadrimaculatus,8.23728e-06,Helicoverpa zea,2.53649e-08,8.64169671966608e-08,31579.0579722433
terrestrial,Geocoris punctipes,6.52691e-06,Helicoverpa zea,2.53649e-08,2.04000080610671e-07,43273.9500912879
terrestrial,Hippodamia convergens,4.59071e-06,Helicoverpa zea,2.53649e-08,3.16250210019185e-08,48709.8198301747
terrestrial,Hippodamia convergens,1.05738e-05,Helicoverpa zea,2.53649e-08,1.21541684606257e-07,17031.4449716683
terrestrial,Cheilomenes sexmaculata,2e-05,Aphis craccivora,4.8e-07,1.07962811474269e-07,655.000324880161
terrestrial,Coccinella transversalis,3e-05,Aphis craccivora,4.8e-07,1.06944582135422e-07,643.749195313506
terrestrial,Propylea dissecta,1e-05,Aphis craccivora,4.8e-07,9.57406775945637e-08,1324.99750900468
terrestrial,Cheilomenes sexmaculata,2e-05,Myzus persicae,5.5e-07,9.16666382499872e-08,676.364150400391
terrestrial,Coccinella transversalis,3e-05,Myzus persicae,5.5e-07,9.57409736780806e-08,884.72556697638
terrestrial,Propylea dissecta,1e-05,Myzus persicae,5.5e-07,7.129630770368e-08,1570.90557208061
terrestrial,Philodromus cespitum,0.000159644,Drosophila melanogaster,1.1171e-06,3.16667183466539e-07,5478.46074158234
terrestrial,Harmonia axyridis,7.40176e-06,Myzus persicae,5.5e-07,6.98461217599864e-08,1696.58739927573
terrestrial,Harmonia axyridis,7.40176e-06,Myzus persicae,5.5e-07,3.57037187758082e-08,3047.56239198296
terrestrial,Harmonia axyridis,1.67122e-05,Myzus persicae,5.5e-07,1.43469943289225e-07,958.254137621584
terrestrial,Harmonia axyridis,1.67122e-05,Myzus persicae,5.5e-07,1.87744812221448e-07,1021.08906296188
terrestrial,Harmonia axyridis,3.95522e-05,Myzus persicae,5.5e-07,2.27475992412571e-07,832.580888355482
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,2.55369741768347e-06,31104.0104111344
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,5.19491522456825e-06,12253.0549929361
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,6.68890044731093e-06,11310.5474813956
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,1.17898038622879e-05,8325.80888355482
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,1.26907447863465e-05,5341.09002033353
terrestrial,Coleomegilla maculata,4.71e-06,Myzus persicae,5.5e-07,8.32546181085155e-06,4869.82115825287
terrestrial,Pergamasus crassipes,3.25e-07,Folsomia candida,5.5e-07,4.63889662934115e-05,1060.36217730528
terrestrial,Calathus fuscipes,8.717e-05,Alphitobius diaperinus,2.326e-05,9.33334494550986e-06,2674.46307599637
terrestrial,Calathus fuscipes,6.36e-05,Alphitobius diaperinus,2.326e-05,7.77776133866947e-07,2044.54395576091
terrestrial,Calathus fuscipes,6.511e-05,Alphitobius diaperinus,2.326e-05,1.33333137333302e-06,1895.96181784683
terrestrial,Calathus fuscipes,7.559e-05,Alphitobius diaperinus,2.326e-05,1.22222222222222e-06,1445.56992246145
terrestrial,Calathus fuscipes,7.344e-05,Alphitobius diaperinus,2.326e-05,3.44445205667151e-06,1710.22946631034
terrestrial,Calathus fuscipes,7.082e-05,Alphitobius diaperinus,2.326e-05,6.66667812268016e-07,2216.33586073489
terrestrial,Harpalus ruﬁpes,0.00012774,Alphitobius diaperinus,2.326e-05,7.77775507911053e-07,2823.05216317219
terrestrial,Harpalus ruﬁpes,0.00013274,Alphitobius diaperinus,2.326e-05,1.77778595274664e-06,2224.07510413387
terrestrial,Harpalus ruﬁpes,0.0001291,Alphitobius diaperinus,2.326e-05,5.11111708865403e-06,2056.91805739113
terrestrial,Harpalus ruﬁpes,0.00013564,Alphitobius diaperinus,2.326e-05,1.44444520479982e-06,1018.39990981865
terrestrial,Harpalus ruﬁpes,0.0001523,Alphitobius diaperinus,2.326e-05,1.11111075022249e-06,1256.74926826339
terrestrial,Harpalus ruﬁpes,0.00013136,Alphitobius diaperinus,2.326e-05,7.77777400089059e-07,939.466929027963
terrestrial,Calathus fuscipes,6.502e-05,Drosophila hydei,1.42e-06,2.44444275484356e-07,3650.70866461385
terrestrial,Calathus fuscipes,6.469e-05,Drosophila hydei,1.42e-06,2.77778404444319e-07,3574.63910801029
terrestrial,Calathus fuscipes,6.201e-05,Drosophila hydei,1.42e-06,1.88888666679999e-07,4385.92066834414
terrestrial,Calathus fuscipes,7.181e-05,Drosophila hydei,1.42e-06,3.99999049601308e-07,1673.24110986083
terrestrial,Calathus fuscipes,6.565e-05,Drosophila hydei,1.42e-06,3.44444918950907e-07,3118.3042212609
terrestrial,Calathus fuscipes,6.779e-05,Drosophila hydei,1.42e-06,4.55555413239933e-07,1800.00141120111
terrestrial,Harpalus ruﬁpes,0.00011993,Drosophila hydei,1.42e-06,4.4444362631263e-08,8974.6477509093
terrestrial,Harpalus ruﬁpes,0.00012277,Drosophila hydei,1.42e-06,2.22221361779567e-08,3067.61113096196
terrestrial,Harpalus ruﬁpes,0.00012182,Drosophila hydei,1.42e-06,7.77778359557033e-08,4740.85356603213
terrestrial,Harpalus ruﬁpes,0.00011757,Drosophila hydei,1.42e-06,2.22221494224901e-07,2966.19598475541
terrestrial,Harpalus ruﬁpes,0.00012068,Drosophila hydei,1.42e-06,1.77777353956478e-07,3777.46557444523
terrestrial,Harpalus ruﬁpes,0.00012453,Drosophila hydei,1.42e-06,1.77777895111074e-07,1394.36483070556
terrestrial,Pterostichus melanarius,0.00015123,Drosophila hydei,1.42e-06,1.77777315556295e-07,1647.88897183263
terrestrial,Pterostichus melanarius,0.0001457,Drosophila hydei,1.42e-06,2.44444319289017e-07,1622.53438053
terrestrial,Pterostichus melanarius,0.00014591,Drosophila hydei,1.42e-06,1.88889163911529e-07,1318.30994352677
terrestrial,Pterostichus melanarius,0.00014723,Drosophila hydei,1.42e-06,4.33333650533849e-07,1546.48025269982
terrestrial,Pterostichus melanarius,0.00014661,Drosophila hydei,1.42e-06,4.66666666666667e-07,1216.9007853975
terrestrial,Pterostichus melanarius,0.00015053,Drosophila hydei,1.42e-06,4.77777565644609e-07,938.027857588836
terrestrial,Abax parallelepipedus,0.000302,Alphitobius diaperinus,2.326e-05,1.72000457712833e-06,371.452306381915
terrestrial,Calathus fuscipes,7.152e-05,Alphitobius diaperinus,2.326e-05,1.07999864137687e-06,1931.55933618548
terrestrial,Harpalus ruﬁpes,0.0001291,Alphitobius diaperinus,2.326e-05,2.03999132822662e-06,1522.96050900654
terrestrial,Pterostichus melanarius,0.00015802,Alphitobius diaperinus,2.326e-05,4.713334100287e-06,928.632771797082
terrestrial,Pterostichus oblongopunctatus,6.965e-05,Alphitobius diaperinus,2.326e-05,4.493341067788e-06,2303.00469752619
terrestrial,Trochosa terricola juv,1.141e-05,Drosophila hydei,1.42e-06,2.19333778668448e-06,28597.1709276356
terrestrial,Trochosa terricola3mgbaby,3.45e-06,Drosophila hydei,1.42e-06,1.40666109918533e-06,57194.5741108989
terrestrial,Pardosa lugubris,2.577e-05,Heteromurus nitidus,1.5e-07,1.95104092039277e-07,6000.006000006
terrestrial,Typhlodromus pyri,7.05e-09,Panonychus ulmi,7.7e-10,9.4271199859254e-08,10098687.4029074
terrestrial,Typhlodromus pyri,7.05e-09,Panonychus ulmi,7.7e-10,1.61458852099015e-08,9537632.73285033
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,9.5e-09,1.24999949056631e-08,171598.787620246
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,9.5e-09,3.47222585756654e-08,61038.3974246679
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,9.5e-09,2.18749687316211e-08,53498.5225045547
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,9.5e-09,1.84028134241094e-08,71611.974811204
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,9.5e-09,4.68749478860187e-08,53498.5225045547
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,3.565e-08,7.74304105304078e-08,32750.8618213252
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,3.565e-08,3.64584275371523e-08,39089.6941352416
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,3.565e-08,2.08333672956487e-08,45727.5871638803
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,3.565e-08,3.68055265506047e-08,36172.5715908953
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,3.565e-08,1.56249929687588e-08,100981.686395577
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,5.51e-08,1.3541691041691e-08,65335.7009074828
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,5.51e-08,6.00693880314108e-08,34088.2451332886
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,5.51e-08,3.75e-08,41264.6688418512
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,5.51e-08,4.75693681121742e-08,36466.4804578775
terrestrial,Coccinella septempunctata,1.16e-06,Aphis gossypii,5.51e-08,2.29165974732701e-08,50582.5603593094
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,9.5e-09,5.3125054747147e-08,34712.7063605307
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,9.5e-09,7.74307292417886e-08,41718.9457205227
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,9.5e-09,4.16667061403717e-08,39889.1798804561
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,9.5e-09,1.80555475308678e-08,84210.5263157895
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,9.5e-09,3.26388579678466e-08,43515.51393345
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,3.565e-08,3.29860884331526e-08,25245.4670406985
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,3.565e-08,3.61111570706987e-08,18360.2945997398
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,3.565e-08,7.84724553539104e-08,23529.7248484565
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,3.565e-08,2.1875024516534e-08,45727.5871638803
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,3.565e-08,1.05555053907139e-07,23995.6978593222
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,5.51e-08,3.54166374479641e-08,32667.8504537414
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,5.51e-08,1.10763891956196e-07,24123.9644652556
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,5.51e-08,1.2361097761117e-07,26134.3179963809
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,5.51e-08,4.44443530160402e-08,22400.8347805486
terrestrial,Coccinella septempunctata,6.08e-06,Aphis gossypii,5.51e-08,1.5624970566905e-08,36466.4804578775
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,9.5e-09,2.7777760078669e-08,40242.209812419
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,9.5e-09,7.8819463018208e-08,27476.5357254039
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,9.5e-09,1.04166556010965e-07,29818.8312181097
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,9.5e-09,4.93055796673727e-08,28510.1439805036
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,9.5e-09,6.77083676359206e-08,30115.0258469738
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,3.565e-08,3.12499551991666e-08,21447.4610500971
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,3.565e-08,9.75691999851781e-08,13316.2863561916
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,3.565e-08,1.11458278707672e-07,11997.8489296611
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,3.565e-08,5.06943585621238e-08,14256.2682690959
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,3.565e-08,7.04861013011882e-08,12492.591814975
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,5.51e-08,5.52083563368151e-08,14519.056261343
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,5.51e-08,1.13194283058331e-07,15525.3471630642
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,5.51e-08,7.39585607557257e-08,13067.1401814966
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,5.51e-08,2.25694595288403e-08,19848.8331918985
terrestrial,Coccinella septempunctata,1.601e-05,Aphis gossypii,5.51e-08,1.2708319751303e-07,16333.9546279655
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,9.5e-09,1.13194351256502e-07,21150.558665569
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,9.5e-09,5.90277236435128e-08,23561.5080825986
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,9.5e-09,1.59027812018237e-07,21757.756966725
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,9.5e-09,1.06597176846407e-07,20483.6371073786
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,9.5e-09,8.36805600384453e-08,18045.1230934538
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,3.565e-08,1.1805544042011e-07,8563.83252538284
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,3.565e-08,8.71527269849568e-08,7718.35005849622
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,3.565e-08,2.01389182411204e-07,9811.98086035766
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,3.565e-08,2.01389182411204e-07,9811.98086035766
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,3.565e-08,5.93750763392966e-08,9617.30016888797
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,5.51e-08,1.15277524166819e-07,8711.44769512212
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,5.51e-08,8.85417741103662e-08,8809.29444695818
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,5.51e-08,4.44445857248575e-08,10384.4619621779
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,5.51e-08,2.23611562399244e-07,10182.1804897183
terrestrial,Coccinella septempunctata,3.196e-05,Aphis gossypii,5.51e-08,2.47568719032117e-07,10740.1544118444
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,9.5e-09,8.99304888598758e-08,16904.7203473244
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,9.5e-09,1.18055724488773e-07,19026.6371969425
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,9.5e-09,8.88888380952381e-08,18045.1230934538
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,9.5e-09,5.10417014558317e-08,15653.5849135758
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,9.5e-09,2.98611252293201e-08,17063.3002367874
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,3.565e-08,8.26389168000492e-08,8025.04195080648
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,3.565e-08,3.33332819964701e-08,12960.2378929427
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,3.565e-08,1.83333333333333e-07,8845.10796316667
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,3.565e-08,1.38889001883392e-07,8215.47026039816
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,3.565e-08,5.8680604331462e-08,7718.35005849622
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,5.51e-08,1.77777535124117e-07,7431.55373656552
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,5.51e-08,2.32638754530563e-08,8385.34448064258
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,5.51e-08,6.00693525736267e-08,7686.56281438763
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,5.51e-08,7.95140301613452e-08,7611.93004398797
terrestrial,Coccinella septempunctata,4.194e-05,Aphis gossypii,5.51e-08,1.19097405785062e-07,7192.92167595219
terrestrial,Amblyseius longispinosus,4.38648e-09,Aponychus corpuzae,1.97599e-08,9.61384490252395e-09,668991.61982145
terrestrial,Amblyseius longispinosus,4.38648e-09,Aponychus corpuzae,1.97599e-08,5.92684826593183e-09,1324863.76515298
terrestrial,Amblyseius longispinosus,4.38648e-09,Aponychus corpuzae,1.97599e-08,1.01229147007399e-08,708343.682480389
terrestrial,Amblyseius longispinosus,4.38648e-09,Aponychus corpuzae,1.97599e-08,1.01083702029357e-08,778303.390966
terrestrial,Amblyseius longispinosus,4.38648e-09,Aponychus corpuzae,1.97599e-08,1.25082031169791e-08,830773.153289981
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,3.61458214919683e-09,454890.519606302
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,1.60000470015922e-08,276182.813895482
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,5.5833424780352e-09,1572620.74974249
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,1.12395849518334e-08,406152.425106242
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,1.52292056965698e-08,272933.651483029
terrestrial,Amblyseius longispinosus,4.38648e-09,Schizotetranychus nanjingensis,2.6591e-08,1.69895664520349e-08,458140.149269691
